student_id,school,grade,passed_exam
S10163,Riverside,1,True
S10164,Riverside,1,True
S10165,Riverside,1,True
S10166,Riverside,1,True
S10167,Riverside,2,False
S10168,Riverside,2,True
S10169,Riverside,2,False
S10170,Riverside,2,True
S10171,Riverside,2,True
S10172,Riverside,2,True
S10173,Riverside,2,False
S10174,Riverside,2,True
S10175,Riverside,2,True
S10176,Riverside,2,True
S10177,Riverside,2,False
S10178,Riverside,2,False
S10179,Riverside,2,True
S10180,Riverside,2,False
S10181,Riverside,2,False
S10182,Riverside,2,True
S10183,Riverside,2,True
S10184,Riverside,2,True
S10185,Riverside,2,True
S10186,Riverside,2,True
S10187,Riverside,2,True
S10188,Riverside,2,True
S10189,Riverside,2,True
S10190,Riverside,2,False
S10191,Riverside,2,True
S10192,Riverside,2,True
S10193,Riverside,2,False
S10194,Riverside,2,True
S10195,Riverside,2,True
S10196,Riverside,2,True
S10197,Riverside,2,False
S10198,Riverside,2,True
S10199,Riverside,2,True
S10200,Riverside,2,True
S10201,Riverside,2,False
S10202,Riverside,2,True
S10203,Riverside,2,True
S10204,Riverside,2,True
S10205,Riverside,2,True
S10206,Riverside,2,True
S10207,Riverside,2,True
S10208,Riverside,2,True
S10209,Riverside,2,True
S10210,Riverside,2,True
S10211,Riverside,2,True
S10212,Riverside,2,True
S10213,Riverside,2,False
S10214,Riverside,2,True
S10215,Riverside,2,True
S10216,Riverside,2,True
S10217,Riverside,2,True
S10218,Riverside,2,False
S10219,Riverside,2,True
S10220,Riverside,2,True
S10221,Riverside,2,True
S10222,Riverside,2,True
S10223,Riverside,2,False
S10224,Riverside,2,True
S10225,Riverside,2,False
S10226,Riverside,2,True
S10227,Riverside,2,True
S10228,Riverside,2,True
S10229,Riverside,2,True
S10230,Riverside,2,True
S10231,Riverside,2,True
S10232,Riverside,2,False
S10233,Riverside,2,True
S10234,Riverside,2,False
S10235,Riverside,2,False
S10236,Riverside,2,True
S10237,Riverside,2,True
S10238,Riverside,2,True
S10239,Riverside,2,True
S10240,Riverside,2,False
S10241,Riverside,2,True
S10242,Riverside,2,True
S10243,Riverside,2,True
S10244,Riverside,2,True
S10245,Riverside,3,False
S10246,Riverside,3,True
S10247,Riverside,3,True
S10248,Riverside,3,True
S10249,Riverside,3,True
S10250,Riverside,3,False
S10251,Riverside,3,False
S10252,Riverside,3,True
S10253,Riverside,3,True
S10254,Riverside,3,True
S10255,Riverside,3,False
S10256,Riverside,3,False
S10257,Riverside,3,True
S10258,Riverside,3,True
S10259,Riverside,3,True
S10260,Riverside,3,True
S10261,Riverside,3,False
S10262,Riverside,3,True
S10263,Riverside,3,True
S10264,Riverside,3,False
S10265,Riverside,3,True
S10266,Riverside,3,True
S10267,Riverside,3,True
S10268,Riverside,3,True
S10269,Riverside,3,True
S10270,Riverside,3,True
S10271,Riverside,3,True
S10272,Riverside,3,True
S10273,Riverside,3,True
S10274,Riverside,3,False
S10275,Riverside,3,True
S10276,Riverside,3,True
S10277,Riverside,4,True
S10278,Riverside,4,False
S10279,Riverside,4,False
S10280,Riverside,4,True
S10281,Riverside,4,True
S10282,Riverside,4,True
S10283,Riverside,4,True
S10284,Riverside,4,False
S10285,Riverside,4,True
S10286,Riverside,4,True
S10287,Riverside,4,True
S10288,Riverside,4,False
S10289,Riverside,4,True
S10290,Riverside,4,False
S10291,Riverside,4,True
S10292,Riverside,4,False
S10293,Riverside,4,True
S10294,Riverside,4,False
S10295,Riverside,4,False
S10296,Riverside,4,False
S10297,Riverside,4,False
S10298,Riverside,4,False
S10299,Riverside,4,False
S10300,Riverside,4,False
S10301,Riverside,4,True
S10302,Riverside,4,False
S10303,Riverside,4,True
S10304,Riverside,4,False
S10305,Riverside,5,False
S10306,Riverside,5,False
S10307,Riverside,5,False
S10308,Riverside,5,True
S10309,Riverside,5,True
S10310,Riverside,5,False
S10311,Riverside,5,False
S10312,Riverside,5,True
S10313,Riverside,5,True
S10314,Riverside,5,True
S10315,Riverside,5,True
S10316,Riverside,5,True
S10317,Riverside,5,False
S10318,Riverside,5,True
S10319,Riverside,5,False
S10320,Riverside,5,False
S10321,Riverside,5,False
S10322,Riverside,5,True
S10323,Riverside,5,False
S10324,Riverside,5,False
S10325,Riverside,5,False
S10326,Riverside,5,False
S10327,Riverside,5,False
S10328,Riverside,5,False
S10329,Riverside,5,True
S10330,Hillcrest,K,True
S10331,Hillcrest,K,True
S10332,Hillcrest,K,True
S10333,Hillcrest,K,True
S10334,Hillcrest,K,True
S10335,Hillcrest,K,True
S10336,Hillcrest,K,True
S10337,Hillcrest,K,True
S10338,Hillcrest,K,True
S10339,Hillcrest,K,True
S10340,Hillcrest,K,True
S10341,Hillcrest,K,True
S10342,Hillcrest,K,True
S10343,Hillcrest,K,True
S10344,Hillcrest,K,True
S10345,Hillcrest,K,True
S10346,Hillcrest,K,True
S10347,Hillcrest,K,True
S10348,Hillcrest,K,True
S10349,Hillcrest,K,True
S10350,Hillcrest,K,True
S10351,Hillcrest,K,True
S10352,Hillcrest,K,True
S10353,Hillcrest,K,True
S10354,Hillcrest,K,True
S10355,Hillcrest,1,True
S10356,Hillcrest,1,True
S10357,Hillcrest,1,True
S10358,Hillcrest,1,True
S10359,Hillcrest,1,True
S10360,Hillcrest,1,True
S10361,Hillcrest,1,True
S10362,Hillcrest,1,True
S10363,Hillcrest,1,True
S10364,Hillcrest,1,True
S10365,Hillcrest,1,True
S10366,Hillcrest,1,True
S10367,Hillcrest,1,True
S10368,Hillcrest,1,True
S10369,Hillcrest,1,True
S10370,Hillcrest,1,True
S10371,Hillcrest,1,True
S10372,Hillcrest,1,True
S10373,Hillcrest,1,True
S10374,Hillcrest,1,True
S10375,Hillcrest,1,True
S10376,Hillcrest,1,True
S10377,Hillcrest,1,True
S10378,Hillcrest,1,True
S10379,Hillcrest,1,True
S10380,Hillcrest,1,True
S10381,Hillcrest,1,True
S10382,Hillcrest,1,True
S10383,Hillcrest,2,True
S10384,Hillcrest,2,True
S10385,Hillcrest,2,False
S10386,Hillcrest,2,True
S10387,Hillcrest,2,False
S10388,Hillcrest,2,True
S10389,Hillcrest,2,True
S10390,Hillcrest,2,True
S10391,Hillcrest,2,True
S10392,Hillcrest,2,True
S10393,Hillcrest,2,True
S10394,Hillcrest,2,True
S10395,Hillcrest,2,True
S10396,Hillcrest,2,True
S10397,Hillcrest,2,True
S10398,Hillcrest,2,True
S10399,Hillcrest,2,True
S10400,Hillcrest,2,True
S10401,Hillcrest,2,False
S10402,Hillcrest,2,True
S10403,Hillcrest,2,True
S10404,Hillcrest,2,False
S10405,Hillcrest,2,True
S10406,Hillcrest,2,True
S10407,Hillcrest,2,True
S10408,Hillcrest,2,True
S10409,Hillcrest,2,False
S10410,Hillcrest,2,True
S10411,Hillcrest,2,True
S10412,Hillcrest,2,True
S10413,Hillcrest,3,False
S10414,Hillcrest,3,True
S10415,Hillcrest,3,True
S10416,Hillcrest,3,True
S10417,Hillcrest,3,False
S10418,Hillcrest,3,True
S10419,Hillcrest,3,False
S10420,Hillcrest,3,True
S10421,Hillcrest,3,True
S10422,Hillcrest,3,True
S10423,Hillcrest,3,True
S10424,Hillcrest,3,True
S10425,Hillcrest,3,False
S10426,Hillcrest,3,True
S10427,Hillcrest,3,False
S10428,Hillcrest,3,True
S10429,Hillcrest,3,False
S10430,Hillcrest,3,False
S10431,Hillcrest,3,False
S10432,Hillcrest,3,True
S10433,Hillcrest,3,False
S10434,Hillcrest,3,True
S10435,Hillcrest,3,True
S10436,Hillcrest,3,True
S10437,Hillcrest,3,True
S10438,Hillcrest,3,True
S10439,Hillcrest,3,True
S10440,Hillcrest,3,False
S10441,Hillcrest,3,True
S10442,Hillcrest,3,True
S10443,Hillcrest,3,True
S10444,Hillcrest,3,True
S10445,Hillcrest,3,True
S10446,Hillcrest,3,False
S10447,Hillcrest,3,True
S10448,Hillcrest,3,True
S10449,Hillcrest,3,True
S10450,Hillcrest,3,True
S10451,Hillcrest,3,False
S10452,Hillcrest,3,True
S10453,Hillcrest,3,True
S10454,Hillcrest,3,True
S10455,Hillcrest,3,True
S10456,Hillcrest,3,False
S10457,Hillcrest,3,True
S10458,Hillcrest,3,False
S10459,Hillcrest,3,True
S10460,Hillcrest,3,True
S10461,Hillcrest,3,True
S10462,Hillcrest,3,False
S10463,Hillcrest,3,True
S10464,Hillcrest,3,True
S10465,Hillcrest,3,True
S10466,Hillcrest,3,True
S10467,Hillcrest,3,False
S10468,Hillcrest,3,True
S10469,Hillcrest,3,True
S10470,Hillcrest,3,True
S10471,Hillcrest,3,True
S10472,Hillcrest,3,True
S10473,Hillcrest,3,True
S10474,Hillcrest,3,True
S10475,Hillcrest,3,True
S10476,Hillcrest,3,True
S10477,Hillcrest,3,True
S10478,Hillcrest,3,True
S10479,Hillcrest,3,True
S10480,Hillcrest,3,True
S10481,Hillcrest,3,True
S10482,Hillcrest,3,True
S10483,Hillcrest,3,True
S10484,Hillcrest,3,True
S10485,Hillcrest,3,True
S10486,Hillcrest,3,True
S10487,Hillcrest,3,True
S10488,Hillcrest,3,True
S10489,Hillcrest,3,True
S10490,Hillcrest,3,True
S10491,Hillcrest,4,False
S10492,Hillcrest,4,False
S10493,Hillcrest,4,True
S10494,Hillcrest,4,False
S10495,Hillcrest,4,True
S10496,Hillcrest,4,True
S10497,Hillcrest,4,True
S10498,Hillcrest,4,True
S10499,Hillcrest,4,True
S10500,Hillcrest,4,False
S10501,Hillcrest,4,False
S10502,Hillcrest,4,False
S10503,Hillcrest,4,True
S10504,Hillcrest,4,True
S10505,Hillcrest,4,False
S10506,Hillcrest,4,True
S10507,Hillcrest,4,False
S10508,Hillcrest,4,True
S10509,Hillcrest,4,True
S10510,Hillcrest,4,True
S10511,Hillcrest,4,False
S10512,Hillcrest,4,True
S10513,Hillcrest,4,True
S10514,Hillcrest,4,True
S10515,Hillcrest,4,True
S10516,Hillcrest,4,True
S10517,Hillcrest,4,False
S10518,Hillcrest,4,True
S10519,Hillcrest,4,False
S10520,Hillcrest,4,False
S10521,Hillcrest,4,True
S10522,Hillcrest,4,True
S10523,Hillcrest,4,True
S10524,Hillcrest,4,True
S10525,Hillcrest,4,True
S10526,Hillcrest,4,False
S10527,Hillcrest,4,False
S10528,Hillcrest,4,False
S10529,Hillcrest,4,True
S10530,Hillcrest,4,False
S10531,Hillcrest,4,False
S10532,Hillcrest,4,True
S10533,Hillcrest,4,False
S10534,Hillcrest,4,True
S10535,Hillcrest,4,True
S10536,Hillcrest,4,True
S10537,Hillcrest,4,True
S10538,Hillcrest,4,True
S10539,Hillcrest,4,False
S10540,Hillcrest,4,False
S10541,Hillcrest,4,True
S10542,Hillcrest,4,False
S10543,Hillcrest,4,False
S10544,Hillcrest,4,True
S10545,Hillcrest,4,True
S10546,Hillcrest,4,True
S10547,Hillcrest,4,True
S10548,Hillcrest,4,False
S10549,Hillcrest,4,True
S10550,Hillcrest,4,True
S10551,Hillcrest,4,True
S10552,Hillcrest,4,True
S10553,Hillcrest,4,False
S10554,Hillcrest,4,True
S10555,Hillcrest,4,True
S10556,Hillcrest,4,True
S10557,Hillcrest,4,True
S10558,Hillcrest,4,True
S10559,Hillcrest,4,True
S10560,Hillcrest,4,True
S10561,Hillcrest,4,True
S10562,Hillcrest,4,False
S10563,Hillcrest,4,False
S10564,Hillcrest,4,False
S10565,Hillcrest,4,False
S10566,Hillcrest,4,False
S10567,Hillcrest,4,True
S10568,Hillcrest,4,True
S10569,Hillcrest,4,True
S10570,Hillcrest,4,True
S10571,Hillcrest,4,False
S10572,Hillcrest,4,True
S10573,Hillcrest,5,False
S10574,Hillcrest,5,False
S10575,Hillcrest,5,True
S10576,Hillcrest,5,False
S10577,Hillcrest,5,False
S10578,Hillcrest,5,False
S10579,Hillcrest,5,True
S10580,Hillcrest,5,True
S10581,Hillcrest,5,True
S10582,Hillcrest,5,True
S10583,Hillcrest,5,True
S10584,Hillcrest,5,False
S10585,Hillcrest,5,False
S10586,Hillcrest,5,True
S10587,Hillcrest,5,True
S10588,Hillcrest,5,True
S10589,Hillcrest,5,True
S10590,Hillcrest,5,False
S10591,Hillcrest,5,True
S10592,Hillcrest,5,True
S10593,Hillcrest,5,False
S10594,Hillcrest,5,True
S10595,Hillcrest,5,True
S10596,Hillcrest,5,False
S10597,Hillcrest,5,False
S10598,Hillcrest,5,False
S10599,Hillcrest,5,False
S10600,Hillcrest,5,True
S10601,Hillcrest,5,False
S10602,Hillcrest,5,False
S10603,Hillcrest,5,False
S10604,Hillcrest,5,False
S10605,Hillcrest,5,False
S10606,Hillcrest,5,False
S10607,Hillcrest,5,True
S10608,Hillcrest,5,False
S10609,Hillcrest,5,True
S10610,Hillcrest,5,False
S10611,Hillcrest,5,False
S10612,Hillcrest,5,False
S10613,Hillcrest,5,False
S10614,Hillcrest,5,True
S10615,Hillcrest,5,False
S10616,Hillcrest,5,False
S10617,Hillcrest,5,True
S10618,Hillcrest,5,True
S10619,Hillcrest,5,True
S10620,Hillcrest,5,False
S10621,Hillcrest,5,True
S10622,Hillcrest,5,False
S10623,Hillcrest,5,True
S10624,Hillcrest,5,False
S10625,Hillcrest,5,True
S10626,Hillcrest,5,False
S10627,Hillcrest,5,True
S10628,Hillcrest,5,False
S10629,Hillcrest,5,False
S10630,Hillcrest,5,False
S10631,Hillcrest,5,False
S10632,Hillcrest,5,True
S10633,Hillcrest,5,True
S10634,Hillcrest,5,True
S10635,Hillcrest,5,True
S10636,Hillcrest,5,False
S10637,Hillcrest,5,False
S10638,Hillcrest,5,False
S10639,Hillcrest,5,False
S10640,Hillcrest,5,False
S10641,Hillcrest,5,False
S10642,Hillcrest,5,True
S10643,Hillcrest,5,True
S10644,Hillcrest,5,False
S10645,Hillcrest,5,False
S10646,Hillcrest,5,True
S10647,Hillcrest,5,True
S10648,Hillcrest,5,False
S10649,Hillcrest,5,True
S10650,Hillcrest,5,True
S10651,Hillcrest,5,False
S10652,Hillcrest,5,False
S10653,Hillcrest,5,True
S10654,Hillcrest,5,False
S10655,Hillcrest,5,True
S10656,Hillcrest,5,False
S10657,Hillcrest,5,True
S10658,Lakeside,K,True
S10659,Lakeside,K,True
S10660,Lakeside,K,True
S10661,Lakeside,K,True
S10662,Lakeside,K,True
S10663,Lakeside,K,True
S10664,Lakeside,K,True
S10665,Lakeside,K,True
S10666,Lakeside,K,True
S10667,Lakeside,K,False
S10668,Lakeside,K,True
S10669,Lakeside,K,True
S10670,Lakeside,K,True
S10671,Lakeside,K,True
S10672,Lakeside,K,False
S10673,Lakeside,K,True
S10674,Lakeside,K,True
S10675,Lakeside,K,True
S10676,Lakeside,K,False
S10677,Lakeside,K,True
S10678,Lakeside,K,True
S10679,Lakeside,K,True
S10680,Lakeside,K,True
S10681,Lakeside,K,True
S10682,Lakeside,K,True
S10683,Lakeside,K,True
S10684,Lakeside,K,True
S10685,Lakeside,K,True
S10686,Lakeside,K,True
S10687,Lakeside,K,False
S10688,Lakeside,K,True
S10689,Lakeside,K,True
S10690,Lakeside,K,True
S10691,Lakeside,K,True
S10692,Lakeside,K,True
S10693,Lakeside,K,True
S10694,Lakeside,K,False
S10695,Lakeside,K,True
S10696,Lakeside,K,True
S10697,Lakeside,K,True
S10698,Lakeside,K,True
S10699,Lakeside,K,True
S10700,Lakeside,K,True
S10701,Lakeside,K,True
S10702,Lakeside,K,True
S10703,Lakeside,K,True
S10704,Lakeside,K,True
S10705,Lakeside,K,True
S10706,Lakeside,K,True
S10707,Lakeside,K,True
S10708,Lakeside,1,True
S10709,Lakeside,1,True
S10710,Lakeside,1,False
S10711,Lakeside,1,True
S10712,Lakeside,1,True
S10713,Lakeside,1,False
S10714,Lakeside,1,True
S10715,Lakeside,1,True
S10716,Lakeside,1,True
S10717,Lakeside,1,True
S10718,Lakeside,1,True
S10719,Lakeside,1,False
S10720,Lakeside,1,True
S10721,Lakeside,1,True
S10722,Lakeside,1,True
S10723,Lakeside,1,False
S10724,Lakeside,1,True
S10725,Lakeside,1,True
S10726,Lakeside,1,True
S10727,Lakeside,1,True
S10728,Lakeside,1,True
S10729,Lakeside,1,True
S10730,Lakeside,1,True
S10731,Lakeside,1,True
S10732,Lakeside,1,True
S10733,Lakeside,1,True
S10734,Lakeside,1,True
S10735,Lakeside,1,True
S10736,Lakeside,1,True
S10737,Lakeside,1,True
S10738,Lakeside,1,True
S10739,Lakeside,1,True
S10740,Lakeside,1,True
S10741,Lakeside,1,True
S10742,Lakeside,1,False
S10743,Lakeside,1,True
S10744,Lakeside,1,True
S10745,Lakeside,1,True
S10746,Lakeside,1,True
S10747,Lakeside,1,True
S10748,Lakeside,1,True
S10749,Lakeside,1,True
S10750,Lakeside,1,True
S10751,Lakeside,1,True
S10752,Lakeside,1,True
S10753,Lakeside,1,True
S10754,Lakeside,1,True
S10755,Lakeside,1,True
S10756,Lakeside,1,True
S10757,Lakeside,1,False
S10758,Lakeside,2,True
S10759,Lakeside,2,True
S10760,Lakeside,2,True
S10761,Lakeside,2,True
S10762,Lakeside,2,True
S10763,Lakeside,2,True
S10764,Lakeside,2,False
S10765,Lakeside,2,True
S10766,Lakeside,2,True
S10767,Lakeside,2,True
S10768,Lakeside,2,True
S10769,Lakeside,2,True
S10770,Lakeside,2,True
S10771,Lakeside,2,True
S10772,Lakeside,2,True
S10773,Lakeside,2,False
S10774,Lakeside,2,True
S10775,Lakeside,2,False
S10776,Lakeside,2,True
S10777,Lakeside,2,True
S10778,Lakeside,2,True
S10779,Lakeside,2,False
S10780,Lakeside,2,True
S10781,Lakeside,2,False
S10782,Lakeside,2,True
S10783,Lakeside,2,True
S10784,Lakeside,2,False
S10785,Lakeside,2,True
S10786,Lakeside,2,False
S10787,Lakeside,2,True
S10788,Lakeside,2,True
S10789,Lakeside,2,True
S10790,Lakeside,2,True
S10791,Lakeside,2,True
S10792,Lakeside,2,True
S10793,Lakeside,2,True
S10794,Lakeside,2,True
S10795,Lakeside,2,True
S10796,Lakeside,2,True
S10797,Lakeside,2,True
S10798,Lakeside,2,True
S10799,Lakeside,2,True
S10800,Lakeside,2,True
S10801,Lakeside,2,True
S10802,Lakeside,2,False
S10803,Lakeside,2,True
S10804,Lakeside,2,True
S10805,Lakeside,2,True
S10806,Lakeside,2,True
S10807,Lakeside,2,True
S10808,Lakeside,3,True
S10809,Lakeside,3,False
S10810,Lakeside,3,True
S10811,Lakeside,3,True
S10812,Lakeside,3,False
S10813,Lakeside,3,True
S10814,Lakeside,3,True
S10815,Lakeside,3,False
S10816,Lakeside,3,False
S10817,Lakeside,3,True
S10818,Lakeside,3,True
S10819,Lakeside,3,True
S10820,Lakeside,3,True
S10821,Lakeside,3,True
S10822,Lakeside,3,True
S10823,Lakeside,3,True
S10824,Lakeside,3,False
S10825,Lakeside,3,True
S10826,Lakeside,3,True
S10827,Lakeside,3,True
S10828,Lakeside,3,False
S10829,Lakeside,3,True
S10830,Lakeside,3,True
S10831,Lakeside,3,True
S10832,Lakeside,3,True
S10833,Lakeside,3,True
S10834,Lakeside,3,False
S10835,Lakeside,3,True
S10836,Lakeside,3,False
S10837,Lakeside,3,False
S10838,Lakeside,3,True
S10839,Lakeside,3,True
S10840,Lakeside,3,True
S10841,Lakeside,3,False
S10842,Lakeside,3,True
S10843,Lakeside,3,True
S10844,Lakeside,3,True
S10845,Lakeside,3,False
S10846,Lakeside,3,True
S10847,Lakeside,3,False
S10848,Lakeside,3,True
S10849,Lakeside,3,False
S10850,Lakeside,3,True
S10851,Lakeside,3,True
S10852,Lakeside,3,False
S10853,Lakeside,3,False
S10854,Lakeside,3,True
S10855,Lakeside,3,True
S10856,Lakeside,3,False
S10857,Lakeside,3,False
S10858,Lakeside,4,True
S10859,Lakeside,4,True
S10860,Lakeside,4,False
S10861,Lakeside,4,False
S10862,Lakeside,4,False
S10863,Lakeside,4,False
S10864,Lakeside,4,True
S10865,Lakeside,4,False
S10866,Lakeside,4,False
S10867,Lakeside,4,False
S10868,Lakeside,4,True
S10869,Lakeside,4,True
S10870,Lakeside,4,False
S10871,Lakeside,4,True
S10872,Lakeside,4,False
S10873,Lakeside,4,True
S10874,Lakeside,4,False
S10875,Lakeside,4,False
S10876,Lakeside,4,True
S10877,Lakeside,4,True
S10878,Lakeside,4,False
S10879,Lakeside,4,False
S10880,Lakeside,4,True
S10881,Lakeside,4,False
S10882,Lakeside,4,False
S10883,Lakeside,4,True
S10884,Lakeside,4,True
S10885,Lakeside,4,True
S10886,Lakeside,4,True
S10887,Lakeside,4,True
S10888,Lakeside,4,True
S10889,Lakeside,4,False
S10890,Lakeside,4,True
S10891,Lakeside,4,False
S10892,Lakeside,4,True
S10893,Lakeside,4,True
S10894,Lakeside,4,False
S10895,Lakeside,4,False
S10896,Lakeside,4,True
S10897,Lakeside,4,True
S10898,Lakeside,4,True
S10899,Lakeside,4,True
S10900,Lakeside,4,True
S10901,Lakeside,4,True
S10902,Lakeside,4,True
S10903,Lakeside,4,True
S10904,Lakeside,4,False
S10905,Lakeside,4,False
S10906,Lakeside,4,True
S10907,Lakeside,4,True
S10908,Lakeside,5,True
S10909,Lakeside,5,True
S10910,Lakeside,5,False
S10911,Lakeside,5,False
S10912,Lakeside,5,False
S10913,Lakeside,5,False
S10914,Lakeside,5,False
S10915,Lakeside,5,False
S10916,Lakeside,5,True
S10917,Lakeside,5,True
S10918,Lakeside,5,True
S10919,Lakeside,5,False
S10920,Lakeside,5,True
S10921,Lakeside,5,False
S10922,Lakeside,5,False
S10923,Lakeside,5,False
S10924,Lakeside,5,True
S10925,Lakeside,5,True
S10926,Lakeside,5,True
S10927,Lakeside,5,False
S10928,Lakeside,5,False
S10929,Lakeside,5,False
S10930,Lakeside,5,True
S10931,Lakeside,5,True
S10932,Lakeside,5,True
S10933,Lakeside,5,False
S10934,Lakeside,5,False
S10935,Lakeside,5,True
S10936,Lakeside,5,False
S10937,Lakeside,5,True
S10938,Lakeside,5,False
S10939,Lakeside,5,True
S10940,Lakeside,5,True
S10941,Lakeside,5,False
S10942,Lakeside,5,True
S10943,Lakeside,5,True
S10944,Lakeside,5,False
S10945,Lakeside,5,True
S10946,Lakeside,5,False
S10947,Lakeside,5,False
S10948,Lakeside,5,False
S10949,Lakeside,5,True
S10950,Lakeside,5,False
S10951,Lakeside,5,True
S10952,Lakeside,5,True
S10953,Lakeside,5,True
S10954,Lakeside,5,False
S10955,Lakeside,5,False
S10956,Lakeside,5,False
S10957,Lakeside,5,False
